pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent
L__NOUN_VERB_VERB	11	4	plur	affirm	correct	generated	The affluent strong wishes that desperately would sell from movie	2	False	127	7	10	The affluent strong wishes that desperately would sell from movie indicate feedback , territory , size , lifestyle , crazy highway and heavy rounds of laws and politics -- fatal as the Youngstown belief . <eos>
L__NOUN_VERB_VERB	11	4	plur	affirms	wrong	generated	The affluent strong wishes that desperately would sell from movie	2	False	80	7	10	The affluent strong wishes that desperately would sell from movie indicate feedback , territory , size , lifestyle , crazy highway and heavy rounds of laws and politics -- fatal as the Youngstown belief . <eos>
L__NOUN_VERB_VERB	13	6	sing	appears	correct	generated	"Because of the volume that his sunny paradise with Dhaka Angie had promised him , he became laptops mere as : "" You can recommend a sickness and a scientist , eight forgiveness you ca n't commit"	0	True	7012	5	37	"Because of the volume that his sunny paradise with Dhaka Angie had promised him , he became laptops mere as : "" You can recommend a sickness and a scientist , eight forgiveness you ca n't commit understands whenever you 're recent already "" and raised postcards to the "" VI Jafar "" paper hunting that "" forth he felt Medieval missiles to deliver previously slick as a supervisor "" . <eos>"
L__NOUN_VERB_VERB	13	6	sing	appear	wrong	generated	"Because of the volume that his sunny paradise with Dhaka Angie had promised him , he became laptops mere as : "" You can recommend a sickness and a scientist , eight forgiveness you ca n't commit"	0	True	7652	5	37	"Because of the volume that his sunny paradise with Dhaka Angie had promised him , he became laptops mere as : "" You can recommend a sickness and a scientist , eight forgiveness you ca n't commit understands whenever you 're recent already "" and raised postcards to the "" VI Jafar "" paper hunting that "" forth he felt Medieval missiles to deliver previously slick as a supervisor "" . <eos>"
R__VERB_NOUN_CCONJ_VERB	13	1	plur	expect	correct	generated	They especially include if you die reaction in your separation , ( for transfers like me ) , they believe an investment of the teacher and	0	True	891	7	26	They especially include if you die reaction in your separation , ( for transfers like me ) , they believe an investment of the teacher and include barren officials to receive . <eos>
R__VERB_NOUN_CCONJ_VERB	13	1	plur	expects	wrong	generated	They especially include if you die reaction in your separation , ( for transfers like me ) , they believe an investment of the teacher and	0	True	206	7	26	They especially include if you die reaction in your separation , ( for transfers like me ) , they believe an investment of the teacher and include barren officials to receive . <eos>
L__NOUN_VERB_VERB	15	6	sing	assumes	correct	generated	The understandable dryer to cook for devastating	0	False	647	5	7	The understandable dryer to cook for devastating uses to reduce fifty , or your rotation father volume vegetable , and execute . <eos>
L__NOUN_VERB_VERB	15	6	sing	assume	wrong	generated	The understandable dryer to cook for devastating	0	False	1201	5	7	The understandable dryer to cook for devastating uses to reduce fifty , or your rotation father volume vegetable , and execute . <eos>
R__VERB_NOUN_CCONJ_VERB	5	4	plur	happen	correct	generated	Feel me vanish if you proceed any clergy or	0	False	1554	4	9	Feel me vanish if you proceed any clergy or continue anything acrylic . <eos>
R__VERB_NOUN_CCONJ_VERB	5	4	plur	happens	wrong	generated	Feel me vanish if you proceed any clergy or	0	False	1176	4	9	Feel me vanish if you proceed any clergy or continue anything acrylic . <eos>
R__VERB_NOUN_CCONJ_VERB	3	0	plur	need	correct	original	Please let me know if you have any questions or	0	False	9900	4	10	Please let me know if you have any questions or need anything else . <eos>
R__VERB_NOUN_CCONJ_VERB	3	0	plur	needs	wrong	original	Please let me know if you have any questions or	0	False	4816	4	10	Please let me know if you have any questions or need anything else . <eos>
L__NOUN_VERB_VERB	2	6	plur	believe	correct	generated	<unk> I do n't remain to the propaganda that the bombs we pick or come to	1	False	5091	6	16	Whie I do n't remain to the propaganda that the bombs we pick or come to hear no instability on our gentleman ( which I pale is highly municipal ) , it does preserve me whenever rules wash out a revolutionary justification of lions to clarify the bean on . <eos>
L__NOUN_VERB_VERB	2	6	plur	believes	wrong	generated	<unk> I do n't remain to the propaganda that the bombs we pick or come to	1	False	2058	6	16	Whie I do n't remain to the propaganda that the bombs we pick or come to hear no instability on our gentleman ( which I pale is highly municipal ) , it does preserve me whenever rules wash out a revolutionary justification of lions to clarify the bean on . <eos>
R__VERB_NOUN_CCONJ_VERB	7	4	sing	recommends	correct	generated	As you carry above the perfume , the rumor of the latter pot stands your context and	0	True	311	4	17	As you carry above the perfume , the rumor of the latter pot stands your context and contains you generate taller and fewer . <eos>
R__VERB_NOUN_CCONJ_VERB	7	4	sing	recommend	wrong	generated	As you carry above the perfume , the rumor of the latter pot stands your context and	0	True	454	4	17	As you carry above the perfume , the rumor of the latter pot stands your context and contains you generate taller and fewer . <eos>
R__VERB_NOUN_CCONJ_VERB	6	9	plur	suggest	correct	generated	If you condemn any disasters or	0	False	2424	4	6	If you condemn any disasters or seek any error economically afterward , please specify Butcher Samuel at fifteen or Tet Nov at six . <eos>
R__VERB_NOUN_CCONJ_VERB	6	9	plur	suggests	wrong	generated	If you condemn any disasters or	0	False	3500	4	6	If you condemn any disasters or seek any error economically afterward , please specify Butcher Samuel at fifteen or Tet Nov at six . <eos>
R__VERB_NOUN_CCONJ_VERB	13	4	plur	enjoy	correct	generated	They eventually operate if you want tea in your pact , ( for developments like me ) , they refuse an upheaval of the hobby and	0	True	1428	7	26	They eventually operate if you want tea in your pact , ( for developments like me ) , they refuse an upheaval of the hobby and admit thorough appropriations to tend . <eos>
R__VERB_NOUN_CCONJ_VERB	13	4	plur	enjoys	wrong	generated	They eventually operate if you want tea in your pact , ( for developments like me ) , they refuse an upheaval of the hobby and	0	True	556	7	26	They eventually operate if you want tea in your pact , ( for developments like me ) , they refuse an upheaval of the hobby and admit thorough appropriations to tend . <eos>
L__NOUN_VERB_VERB	10	4	sing	explains	correct	generated	The recent wording I tried this jar	0	False	1823	5	7	The recent wording I tried this jar incorporates to evacuate anyone telling this if they proceed of some stylist I can postpone seem a decor to this Document Report . <eos>
L__NOUN_VERB_VERB	10	4	sing	explain	wrong	generated	The recent wording I tried this jar	0	False	2136	5	7	The recent wording I tried this jar incorporates to evacuate anyone telling this if they proceed of some stylist I can postpone seem a decor to this Document Report . <eos>
L__NOUN_VERB_VERB	16	4	sing	affirms	correct	generated	The richest goodness you can compensate in Eric	0	False	80	6	8	The richest goodness you can compensate in Eric explains to come to a crab . <eos>
L__NOUN_VERB_VERB	16	4	sing	affirm	wrong	generated	The richest goodness you can compensate in Eric	0	False	127	6	8	The richest goodness you can compensate in Eric explains to come to a crab . <eos>
R__VERB_NOUN_CCONJ_VERB	6	7	plur	reflect	correct	generated	If you believe any grandchildren or	0	False	1968	4	6	If you believe any grandchildren or reflect any exam afterward occasionally , please see Louisiana Murphy at sixteen or Sue Berlin at seven . <eos>
R__VERB_NOUN_CCONJ_VERB	6	7	plur	reflects	wrong	generated	If you believe any grandchildren or	0	False	1138	4	6	If you believe any grandchildren or reflect any exam afterward occasionally , please see Louisiana Murphy at sixteen or Sue Berlin at seven . <eos>
L__NOUN_VERB_VERB	15	7	sing	intends	correct	generated	The immediate flank to survive for pure	0	False	341	5	7	The immediate flank to survive for pure indicates to monitor fifty , or your hospitality homeland boulevard schooling , and achieve . <eos>
L__NOUN_VERB_VERB	15	7	sing	intend	wrong	generated	The immediate flank to survive for pure	0	False	327	5	7	The immediate flank to survive for pure indicates to monitor fifty , or your hospitality homeland boulevard schooling , and achieve . <eos>
L__NOUN_VERB_VERB	2	2	plur	begin	correct	generated	<unk> I do n't consider to the discussion that the cabins we wash or meet to	1	False	4597	6	16	Whie I do n't consider to the discussion that the cabins we wash or meet to require no user on our corps ( which I deserve is wholly conservative ) , it does mention me why ranchers die out a prior homeland of things to hear the vulnerability on . <eos>
L__NOUN_VERB_VERB	2	2	plur	begins	wrong	generated	<unk> I do n't consider to the discussion that the cabins we wash or meet to	1	False	4461	6	16	Whie I do n't consider to the discussion that the cabins we wash or meet to require no user on our corps ( which I deserve is wholly conservative ) , it does mention me why ranchers die out a prior homeland of things to hear the vulnerability on . <eos>
L__NOUN_VERB_VERB	22	8	sing	expects	correct	generated	The first clue you want why you assume on cooperation	0	False	206	8	10	The first clue you want why you assume on cooperation enjoys that the store proposal frequently brings out the decor and reflects into the penny flank . <eos>
L__NOUN_VERB_VERB	22	8	sing	expect	wrong	generated	The first clue you want why you assume on cooperation	0	False	891	8	10	The first clue you want why you assume on cooperation enjoys that the store proposal frequently brings out the decor and reflects into the penny flank . <eos>
R__VERB_NOUN_CCONJ_VERB	7	0	sing	makes	correct	original	As you sit above the world , the warmth of the golden sun penetrates your body and	0	True	7718	4	17	As you sit above the world , the warmth of the golden sun penetrates your body and makes you feel warmer and warmer . <eos>
R__VERB_NOUN_CCONJ_VERB	7	0	sing	make	wrong	original	As you sit above the world , the warmth of the golden sun penetrates your body and	0	True	24608	4	17	As you sit above the world , the warmth of the golden sun penetrates your body and makes you feel warmer and warmer . <eos>
